"Date(UTC)","UnixTimeStamp","No. of Verified Contracts"
"2017-12-17","1513468800","74"
"2017-12-18","1513555200","73"
"2017-12-19","1513641600","83"
"2017-12-20","1513728000","52"
"2017-12-21","1513814400","74"
"2017-12-22","1513900800","50"
"2017-12-23","1513987200","51"
"2017-12-24","1514073600","54"
"2017-12-25","1514160000","81"
"2017-12-26","1514246400","69"
"2017-12-27","1514332800","105"
"2017-12-28","1514419200","81"
"2017-12-29","1514505600","67"
"2017-12-30","1514592000","64"
"2017-12-31","1514678400","56"
"2018-01-01","1514764800","48"
"2018-01-02","1514851200","46"
"2018-01-03","1514937600","58"
"2018-01-04","1515024000","58"
"2018-01-05","1515110400","66"
"2018-01-06","1515196800","53"
"2018-01-07","1515283200","69"
"2018-01-08","1515369600","69"
"2018-01-09","1515456000","76"
"2018-01-10","1515542400","61"
"2018-01-11","1515628800","50"
"2018-01-12","1515715200","93"
"2018-01-13","1515801600","87"
"2018-01-14","1515888000","104"
"2018-01-15","1515974400","69"
"2018-01-16","1516060800","91"
"2018-01-17","1516147200","95"
"2018-01-18","1516233600","99"
"2018-01-19","1516320000","119"
"2018-01-20","1516406400","109"
"2018-01-21","1516492800","65"
"2018-01-22","1516579200","97"
"2018-01-23","1516665600","112"
"2018-01-24","1516752000","119"
"2018-01-25","1516838400","103"
"2018-01-26","1516924800","112"
"2018-01-27","1517011200","90"
"2018-01-28","1517097600","79"
"2018-01-29","1517184000","122"
"2018-01-30","1517270400","161"
"2018-01-31","1517356800","136"
"2018-02-01","1517443200","103"
"2018-02-02","1517529600","129"
"2018-02-03","1517616000","128"
"2018-02-04","1517702400","137"
"2018-02-05","1517788800","163"
"2018-02-06","1517875200","143"
"2018-02-07","1517961600","139"
"2018-02-08","1518048000","138"
"2018-02-09","1518134400","144"
"2018-02-10","1518220800","86"
"2018-02-11","1518307200","97"
"2018-02-12","1518393600","153"
"2018-02-13","1518480000","143"
"2018-02-14","1518566400","177"
"2018-02-15","1518652800","139"
"2018-02-16","1518739200","160"
"2018-02-17","1518825600","90"
"2018-02-18","1518912000","107"
"2018-02-19","1518998400","125"
"2018-02-20","1519084800","150"
"2018-02-21","1519171200","128"
"2018-02-22","1519257600","130"
"2018-02-23","1519344000","117"
"2018-02-24","1519430400","67"
"2018-02-25","1519516800","120"
"2018-02-26","1519603200","207"
"2018-02-27","1519689600","159"
"2018-02-28","1519776000","170"
"2018-03-01","1519862400","123"
"2018-03-02","1519948800","107"
"2018-03-03","1520035200","101"
"2018-03-04","1520121600","125"
"2018-03-05","1520208000","137"
"2018-03-06","1520294400","151"
"2018-03-07","1520380800","124"
"2018-03-08","1520467200","127"
"2018-03-09","1520553600","123"
"2018-03-10","1520640000","114"
"2018-03-11","1520726400","101"
"2018-03-12","1520812800","147"
"2018-03-13","1520899200","137"
"2018-03-14","1520985600","137"
"2018-03-15","1521072000","125"
"2018-03-16","1521158400","137"
"2018-03-17","1521244800","105"
"2018-03-18","1521331200","75"
"2018-03-19","1521417600","138"
"2018-03-20","1521504000","128"
"2018-03-21","1521590400","116"
"2018-03-22","1521676800","112"
"2018-03-23","1521763200","142"
"2018-03-24","1521849600","74"
"2018-03-25","1521936000","73"
"2018-03-26","1522022400","171"
"2018-03-27","1522108800","150"
"2018-03-28","1522195200","172"
"2018-03-29","1522281600","123"
"2018-03-30","1522368000","118"
"2018-03-31","1522454400","91"
"2018-04-01","1522540800","77"
"2018-04-02","1522627200","157"
"2018-04-03","1522713600","185"
"2018-04-04","1522800000","177"
"2018-04-05","1522886400","127"
"2018-04-06","1522972800","135"
"2018-04-07","1523059200","104"
"2018-04-08","1523145600","121"
"2018-04-09","1523232000","178"
"2018-04-10","1523318400","188"
"2018-04-11","1523404800","125"
"2018-04-12","1523491200","144"
"2018-04-13","1523577600","104"
"2018-04-14","1523664000","108"
"2018-04-15","1523750400","131"
"2018-04-16","1523836800","164"
"2018-04-17","1523923200","145"
"2018-04-18","1524009600","128"
"2018-04-19","1524096000","143"
"2018-04-20","1524182400","122"
"2018-04-21","1524268800","73"
"2018-04-22","1524355200","74"
"2018-04-23","1524441600","156"
"2018-04-24","1524528000","158"
"2018-04-25","1524614400","127"
"2018-04-26","1524700800","140"
"2018-04-27","1524787200","130"
"2018-04-28","1524873600","64"
"2018-04-29","1524960000","93"
"2018-04-30","1525046400","148"
"2018-05-01","1525132800","135"
"2018-05-02","1525219200","145"
"2018-05-03","1525305600","129"
"2018-05-04","1525392000","120"
"2018-05-05","1525478400","86"
"2018-05-06","1525564800","100"
"2018-05-07","1525651200","165"
"2018-05-08","1525737600","144"
"2018-05-09","1525824000","97"
"2018-05-10","1525910400","96"
"2018-05-11","1525996800","133"
"2018-05-12","1526083200","84"
"2018-05-13","1526169600","73"
"2018-05-14","1526256000","142"
"2018-05-15","1526342400","139"
"2018-05-16","1526428800","115"
"2018-05-17","1526515200","148"
"2018-05-18","1526601600","126"
"2018-05-19","1526688000","101"
"2018-05-20","1526774400","109"
"2018-05-21","1526860800","175"
"2018-05-22","1526947200","162"
"2018-05-23","1527033600","191"
"2018-05-24","1527120000","139"
"2018-05-25","1527206400","144"
"2018-05-26","1527292800","94"
"2018-05-27","1527379200","101"
"2018-05-28","1527465600","156"
"2018-05-29","1527552000","119"
"2018-05-30","1527638400","146"
"2018-05-31","1527724800","127"
"2018-06-01","1527811200","156"
"2018-06-02","1527897600","94"
"2018-06-03","1527984000","98"
"2018-06-04","1528070400","170"
"2018-06-05","1528156800","158"
"2018-06-06","1528243200","189"
"2018-06-07","1528329600","200"
"2018-06-08","1528416000","159"
"2018-06-09","1528502400","123"
"2018-06-10","1528588800","106"
"2018-06-11","1528675200","213"
"2018-06-12","1528761600","260"
"2018-06-13","1528848000","219"
"2018-06-14","1528934400","232"
"2018-06-15","1529020800","159"
"2018-06-16","1529107200","109"
"2018-06-17","1529193600","90"
"2018-06-18","1529280000","154"
"2018-06-19","1529366400","185"
"2018-06-20","1529452800","207"
"2018-06-21","1529539200","239"
"2018-06-22","1529625600","238"
"2018-06-23","1529712000","122"
"2018-06-24","1529798400","73"
"2018-06-25","1529884800","223"
"2018-06-26","1529971200","226"
"2018-06-27","1530057600","203"
"2018-06-28","1530144000","168"
"2018-06-29","1530230400","162"
"2018-06-30","1530316800","66"
"2018-07-01","1530403200","79"
"2018-07-02","1530489600","109"
"2018-07-03","1530576000","184"
"2018-07-04","1530662400","164"
"2018-07-05","1530748800","263"
"2018-07-06","1530835200","167"
"2018-07-07","1530921600","106"
"2018-07-08","1531008000","129"
"2018-07-09","1531094400","248"
"2018-07-10","1531180800","185"
"2018-07-11","1531267200","196"
"2018-07-12","1531353600","160"
"2018-07-13","1531440000","151"
"2018-07-14","1531526400","56"
"2018-07-15","1531612800","51"
"2018-07-16","1531699200","293"
"2018-07-17","1531785600","237"
"2018-07-18","1531872000","154"
"2018-07-19","1531958400","293"
"2018-07-20","1532044800","247"
"2018-07-21","1532131200","143"
"2018-07-22","1532217600","105"
"2018-07-23","1532304000","158"
"2018-07-24","1532390400","203"
"2018-07-25","1532476800","200"
"2018-07-26","1532563200","157"
"2018-07-27","1532649600","131"
"2018-07-28","1532736000","94"
"2018-07-29","1532822400","141"
"2018-07-30","1532908800","165"
"2018-07-31","1532995200","165"
"2018-08-01","1533081600","151"
"2018-08-02","1533168000","119"
"2018-08-03","1533254400","117"
"2018-08-04","1533340800","106"
"2018-08-05","1533427200","89"
"2018-08-06","1533513600","133"
"2018-08-07","1533600000","126"
"2018-08-08","1533686400","73"
"2018-08-09","1533772800","106"
"2018-08-10","1533859200","122"
"2018-08-11","1533945600","96"
"2018-08-12","1534032000","74"
"2018-08-13","1534118400","120"
"2018-08-14","1534204800","104"
"2018-08-15","1534291200","108"
"2018-08-16","1534377600","120"
"2018-08-17","1534464000","94"
"2018-08-18","1534550400","81"
"2018-08-19","1534636800","103"
"2018-08-20","1534723200","158"
"2018-08-21","1534809600","142"
"2018-08-22","1534896000","106"
"2018-08-23","1534982400","136"
"2018-08-24","1535068800","116"
"2018-08-25","1535155200","91"
"2018-08-26","1535241600","56"
"2018-08-27","1535328000","116"
"2018-08-28","1535414400","141"
"2018-08-29","1535500800","150"
"2018-08-30","1535587200","147"
"2018-08-31","1535673600","168"
"2018-09-01","1535760000","86"
"2018-09-02","1535846400","92"
"2018-09-03","1535932800","156"
"2018-09-04","1536019200","131"
"2018-09-05","1536105600","121"
"2018-09-06","1536192000","144"
"2018-09-07","1536278400","131"
"2018-09-08","1536364800","79"
"2018-09-09","1536451200","100"
"2018-09-10","1536537600","133"
"2018-09-11","1536624000","131"
"2018-09-12","1536710400","117"
"2018-09-13","1536796800","110"
"2018-09-14","1536883200","101"
"2018-09-15","1536969600","67"
"2018-09-16","1537056000","61"
"2018-09-17","1537142400","121"
"2018-09-18","1537228800","122"
"2018-09-19","1537315200","116"
"2018-09-20","1537401600","130"
"2018-09-21","1537488000","112"
"2018-09-22","1537574400","53"
"2018-09-23","1537660800","87"
"2018-09-24","1537747200","111"
"2018-09-25","1537833600","101"
"2018-09-26","1537920000","138"
"2018-09-27","1538006400","116"
"2018-09-28","1538092800","123"
"2018-09-29","1538179200","91"
"2018-09-30","1538265600","99"
"2018-10-01","1538352000","123"
"2018-10-02","1538438400","112"
"2018-10-03","1538524800","99"
"2018-10-04","1538611200","102"
"2018-10-05","1538697600","89"
"2018-10-06","1538784000","63"
"2018-10-07","1538870400","63"
"2018-10-08","1538956800","113"
"2018-10-09","1539043200","120"
"2018-10-10","1539129600","100"
"2018-10-11","1539216000","130"
"2018-10-12","1539302400","93"
"2018-10-13","1539388800","71"
"2018-10-14","1539475200","65"
"2018-10-15","1539561600","136"
"2018-10-16","1539648000","123"
"2018-10-17","1539734400","103"
"2018-10-18","1539820800","97"
"2018-10-19","1539907200","101"
"2018-10-20","1539993600","58"
"2018-10-21","1540080000","63"
"2018-10-22","1540166400","137"
"2018-10-23","1540252800","126"
"2018-10-24","1540339200","132"
"2018-10-25","1540425600","109"
"2018-10-26","1540512000","146"
"2018-10-27","1540598400","71"
"2018-10-28","1540684800","130"
"2018-10-29","1540771200","138"
"2018-10-30","1540857600","159"
"2018-10-31","1540944000","125"
"2018-11-01","1541030400","130"
"2018-11-02","1541116800","135"
"2018-11-03","1541203200","75"
"2018-11-04","1541289600","88"
"2018-11-05","1541376000","144"
"2018-11-06","1541462400","185"
"2018-11-07","1541548800","142"
"2018-11-08","1541635200","148"
"2018-11-09","1541721600","121"
"2018-11-10","1541808000","74"
"2018-11-11","1541894400","62"
"2018-11-12","1541980800","125"
"2018-11-13","1542067200","111"
"2018-11-14","1542153600","115"
"2018-11-15","1542240000","128"
"2018-11-16","1542326400","129"
"2018-11-17","1542412800","81"
"2018-11-18","1542499200","73"
"2018-11-19","1542585600","96"
"2018-11-20","1542672000","85"
"2018-11-21","1542758400","106"
"2018-11-22","1542844800","86"
"2018-11-23","1542931200","68"
"2018-11-24","1543017600","39"
"2018-11-25","1543104000","53"
"2018-11-26","1543190400","109"
"2018-11-27","1543276800","119"
"2018-11-28","1543363200","89"
"2018-11-29","1543449600","90"
"2018-11-30","1543536000","126"
"2018-12-01","1543622400","77"
"2018-12-02","1543708800","61"
"2018-12-03","1543795200","113"
"2018-12-04","1543881600","128"
"2018-12-05","1543968000","99"
"2018-12-06","1544054400","111"
"2018-12-07","1544140800","86"
"2018-12-08","1544227200","64"
"2018-12-09","1544313600","47"
"2018-12-10","1544400000","111"
"2018-12-11","1544486400","73"
"2018-12-12","1544572800","89"
"2018-12-13","1544659200","89"
"2018-12-14","1544745600","111"
"2018-12-15","1544832000","72"
"2018-12-16","1544918400","72"
"2018-12-17","1545004800","140"
"2018-12-18","1545091200","124"
"2018-12-19","1545177600","115"
"2018-12-20","1545264000","80"
"2018-12-21","1545350400","64"
"2018-12-22","1545436800","39"
"2018-12-23","1545523200","26"
"2018-12-24","1545609600","53"
"2018-12-25","1545696000","52"
"2018-12-26","1545782400","73"
"2018-12-27","1545868800","74"
"2018-12-28","1545955200","68"
"2018-12-29","1546041600","47"
"2018-12-30","1546128000","39"
"2018-12-31","1546214400","24"
"2019-01-01","1546300800","47"
"2019-01-02","1546387200","54"
"2019-01-03","1546473600","81"
"2019-01-04","1546560000","69"
"2019-01-05","1546646400","42"
"2019-01-06","1546732800","39"
"2019-01-07","1546819200","80"
"2019-01-08","1546905600","80"
"2019-01-09","1546992000","81"
"2019-01-10","1547078400","79"
"2019-01-11","1547164800","70"
"2019-01-12","1547251200","51"
"2019-01-13","1547337600","34"
"2019-01-14","1547424000","81"
"2019-01-15","1547510400","75"
"2019-01-16","1547596800","59"
"2019-01-17","1547683200","78"
"2019-01-18","1547769600","57"
"2019-01-19","1547856000","64"
"2019-01-20","1547942400","38"
"2019-01-21","1548028800","91"
"2019-01-22","1548115200","72"
"2019-01-23","1548201600","113"
"2019-01-24","1548288000","60"
"2019-01-25","1548374400","66"
"2019-01-26","1548460800","51"
"2019-01-27","1548547200","43"
"2019-01-28","1548633600","86"
"2019-01-29","1548720000","72"
"2019-01-30","1548806400","69"
"2019-01-31","1548892800","63"
"2019-02-01","1548979200","58"
"2019-02-02","1549065600","34"
"2019-02-03","1549152000","38"
"2019-02-04","1549238400","64"
"2019-02-05","1549324800","75"
"2019-02-06","1549411200","49"
"2019-02-07","1549497600","60"
"2019-02-08","1549584000","62"
"2019-02-09","1549670400","30"
"2019-02-10","1549756800","45"
"2019-02-11","1549843200","73"
"2019-02-12","1549929600","72"
"2019-02-13","1550016000","69"
"2019-02-14","1550102400","66"
"2019-02-15","1550188800","83"
"2019-02-16","1550275200","34"
"2019-02-17","1550361600","42"
"2019-02-18","1550448000","67"
"2019-02-19","1550534400","159"
"2019-02-20","1550620800","62"
"2019-02-21","1550707200","107"
"2019-02-22","1550793600","103"
"2019-02-23","1550880000","45"
"2019-02-24","1550966400","78"
"2019-02-25","1551052800","86"
"2019-02-26","1551139200","79"
"2019-02-27","1551225600","43"
"2019-02-28","1551312000","68"
"2019-03-01","1551398400","100"
"2019-03-02","1551484800","37"
"2019-03-03","1551571200","44"
"2019-03-04","1551657600","73"
"2019-03-05","1551744000","77"
"2019-03-06","1551830400","76"
"2019-03-07","1551916800","61"
"2019-03-08","1552003200","50"
"2019-03-09","1552089600","41"
"2019-03-10","1552176000","54"
"2019-03-11","1552262400","87"
"2019-03-12","1552348800","57"
"2019-03-13","1552435200","84"
"2019-03-14","1552521600","76"
"2019-03-15","1552608000","81"
"2019-03-16","1552694400","46"
"2019-03-17","1552780800","38"
"2019-03-18","1552867200","93"
"2019-03-19","1552953600","57"
"2019-03-20","1553040000","88"
"2019-03-21","1553126400","92"
"2019-03-22","1553212800","82"
"2019-03-23","1553299200","46"
"2019-03-24","1553385600","42"
"2019-03-25","1553472000","77"
"2019-03-26","1553558400","68"
"2019-03-27","1553644800","82"
"2019-03-28","1553731200","85"
"2019-03-29","1553817600","76"
"2019-03-30","1553904000","23"
"2019-03-31","1553990400","53"
"2019-04-01","1554076800","104"
"2019-04-02","1554163200","72"
"2019-04-03","1554249600","69"
"2019-04-04","1554336000","69"
"2019-04-05","1554422400","76"
"2019-04-06","1554508800","23"
"2019-04-07","1554595200","35"
"2019-04-08","1554681600","85"
"2019-04-09","1554768000","52"
"2019-04-10","1554854400","65"
"2019-04-11","1554940800","92"
"2019-04-12","1555027200","71"
"2019-04-13","1555113600","47"
"2019-04-14","1555200000","28"
"2019-04-15","1555286400","96"
"2019-04-16","1555372800","84"
"2019-04-17","1555459200","88"
"2019-04-18","1555545600","80"
"2019-04-19","1555632000","68"
"2019-04-20","1555718400","47"
"2019-04-21","1555804800","33"
"2019-04-22","1555891200","79"
"2019-04-23","1555977600","93"
"2019-04-24","1556064000","63"
"2019-04-25","1556150400","75"
"2019-04-26","1556236800","75"
"2019-04-27","1556323200","34"
"2019-04-28","1556409600","28"
"2019-04-29","1556496000","79"
"2019-04-30","1556582400","90"
"2019-05-01","1556668800","47"
"2019-05-02","1556755200","98"
"2019-05-03","1556841600","61"
"2019-05-04","1556928000","32"
"2019-05-05","1557014400","43"
"2019-05-06","1557100800","68"
"2019-05-07","1557187200","95"
"2019-05-08","1557273600","69"
"2019-05-09","1557360000","115"
"2019-05-10","1557446400","66"
"2019-05-11","1557532800","36"
"2019-05-12","1557619200","20"
"2019-05-13","1557705600","70"
"2019-05-14","1557792000","55"
"2019-05-15","1557878400","72"
"2019-05-16","1557964800","56"
"2019-05-17","1558051200","56"
"2019-05-18","1558137600","40"
"2019-05-19","1558224000","36"
"2019-05-20","1558310400","95"
"2019-05-21","1558396800","71"
"2019-05-22","1558483200","68"
"2019-05-23","1558569600","93"
"2019-05-24","1558656000","68"
"2019-05-25","1558742400","54"
"2019-05-26","1558828800","30"
"2019-05-27","1558915200","67"
"2019-05-28","1559001600","69"
"2019-05-29","1559088000","86"
"2019-05-30","1559174400","69"
"2019-05-31","1559260800","84"
"2019-06-01","1559347200","29"
"2019-06-02","1559433600","31"
"2019-06-03","1559520000","51"
"2019-06-04","1559606400","137"
"2019-06-05","1559692800","70"
"2019-06-06","1559779200","61"
"2019-06-07","1559865600","50"
"2019-06-08","1559952000","23"
"2019-06-09","1560038400","33"
"2019-06-10","1560124800","88"
"2019-06-11","1560211200","68"
"2019-06-12","1560297600","97"
"2019-06-13","1560384000","72"
"2019-06-14","1560470400","82"
"2019-06-15","1560556800","47"
"2019-06-16","1560643200","25"
"2019-06-17","1560729600","77"
"2019-06-18","1560816000","84"
"2019-06-19","1560902400","68"
"2019-06-20","1560988800","62"
"2019-06-21","1561075200","75"
"2019-06-22","1561161600","40"
"2019-06-23","1561248000","61"
"2019-06-24","1561334400","67"
"2019-06-25","1561420800","61"
"2019-06-26","1561507200","75"
"2019-06-27","1561593600","88"
"2019-06-28","1561680000","81"
"2019-06-29","1561766400","60"
"2019-06-30","1561852800","34"
"2019-07-01","1561939200","73"
"2019-07-02","1562025600","78"
"2019-07-03","1562112000","87"
"2019-07-04","1562198400","73"
"2019-07-05","1562284800","57"
"2019-07-06","1562371200","45"
"2019-07-07","1562457600","37"
"2019-07-08","1562544000","77"
"2019-07-09","1562630400","86"
"2019-07-10","1562716800","81"
"2019-07-11","1562803200","84"
"2019-07-12","1562889600","92"
"2019-07-13","1562976000","39"
"2019-07-14","1563062400","57"
"2019-07-15","1563148800","63"
"2019-07-16","1563235200","55"
"2019-07-17","1563321600","87"
"2019-07-18","1563408000","97"
"2019-07-19","1563494400","112"
"2019-07-20","1563580800","56"
"2019-07-21","1563667200","36"
"2019-07-22","1563753600","81"
"2019-07-23","1563840000","69"
"2019-07-24","1563926400","56"
"2019-07-25","1564012800","74"
"2019-07-26","1564099200","72"
"2019-07-27","1564185600","42"
"2019-07-28","1564272000","29"
"2019-07-29","1564358400","69"
"2019-07-30","1564444800","57"
"2019-07-31","1564531200","77"
"2019-08-01","1564617600","75"
"2019-08-02","1564704000","65"
"2019-08-03","1564790400","41"
"2019-08-04","1564876800","38"
"2019-08-05","1564963200","93"
"2019-08-06","1565049600","91"
"2019-08-07","1565136000","65"
"2019-08-08","1565222400","86"
"2019-08-09","1565308800","72"
"2019-08-10","1565395200","66"
"2019-08-11","1565481600","37"
"2019-08-12","1565568000","66"
"2019-08-13","1565654400","95"
"2019-08-14","1565740800","83"
"2019-08-15","1565827200","79"
"2019-08-16","1565913600","85"
"2019-08-17","1566000000","44"
"2019-08-18","1566086400","37"
"2019-08-19","1566172800","67"
"2019-08-20","1566259200","64"
"2019-08-21","1566345600","79"
"2019-08-22","1566432000","90"
"2019-08-23","1566518400","67"
"2019-08-24","1566604800","51"
"2019-08-25","1566691200","27"
"2019-08-26","1566777600","71"
"2019-08-27","1566864000","69"
"2019-08-28","1566950400","84"
"2019-08-29","1567036800","119"
"2019-08-30","1567123200","48"
"2019-08-31","1567209600","37"
"2019-09-01","1567296000","28"
"2019-09-02","1567382400","60"
"2019-09-03","1567468800","85"
"2019-09-04","1567555200","68"
"2019-09-05","1567641600","72"
"2019-09-06","1567728000","80"
"2019-09-07","1567814400","40"
"2019-09-08","1567900800","34"
"2019-09-09","1567987200","68"
"2019-09-10","1568073600","55"
"2019-09-11","1568160000","68"
"2019-09-12","1568246400","40"
"2019-09-13","1568332800","44"
"2019-09-14","1568419200","31"
"2019-09-15","1568505600","27"
"2019-09-16","1568592000","63"
"2019-09-17","1568678400","62"
"2019-09-18","1568764800","78"
"2019-09-19","1568851200","48"
"2019-09-20","1568937600","60"
"2019-09-21","1569024000","53"
"2019-09-22","1569110400","42"
"2019-09-23","1569196800","65"
"2019-09-24","1569283200","71"
"2019-09-25","1569369600","54"
"2019-09-26","1569456000","86"
"2019-09-27","1569542400","73"
"2019-09-28","1569628800","33"
"2019-09-29","1569715200","45"
"2019-09-30","1569801600","59"
"2019-10-01","1569888000","63"
"2019-10-02","1569974400","71"
"2019-10-03","1570060800","62"
"2019-10-04","1570147200","58"
"2019-10-05","1570233600","50"
"2019-10-06","1570320000","46"
"2019-10-07","1570406400","69"
"2019-10-08","1570492800","84"
"2019-10-09","1570579200","73"
"2019-10-10","1570665600","75"
"2019-10-11","1570752000","76"
"2019-10-12","1570838400","72"
"2019-10-13","1570924800","55"
"2019-10-14","1571011200","96"
"2019-10-15","1571097600","134"
"2019-10-16","1571184000","81"
"2019-10-17","1571270400","71"
"2019-10-18","1571356800","76"
"2019-10-19","1571443200","36"
"2019-10-20","1571529600","28"
"2019-10-21","1571616000","98"
"2019-10-22","1571702400","115"
"2019-10-23","1571788800","85"
"2019-10-24","1571875200","93"
"2019-10-25","1571961600","79"
"2019-10-26","1572048000","50"
"2019-10-27","1572134400","74"
"2019-10-28","1572220800","78"
"2019-10-29","1572307200","64"
"2019-10-30","1572393600","92"
"2019-10-31","1572480000","87"
"2019-11-01","1572566400","68"
"2019-11-02","1572652800","67"
"2019-11-03","1572739200","33"
"2019-11-04","1572825600","82"
"2019-11-05","1572912000","60"
"2019-11-06","1572998400","86"
"2019-11-07","1573084800","86"
"2019-11-08","1573171200","89"
"2019-11-09","1573257600","39"
"2019-11-10","1573344000","42"
"2019-11-11","1573430400","90"
"2019-11-12","1573516800","75"
"2019-11-13","1573603200","69"
"2019-11-14","1573689600","115"
"2019-11-15","1573776000","95"
"2019-11-16","1573862400","55"
"2019-11-17","1573948800","45"
"2019-11-18","1574035200","114"
"2019-11-19","1574121600","89"
"2019-11-20","1574208000","87"
"2019-11-21","1574294400","75"
"2019-11-22","1574380800","68"
"2019-11-23","1574467200","56"
"2019-11-24","1574553600","33"
"2019-11-25","1574640000","77"
"2019-11-26","1574726400","65"
"2019-11-27","1574812800","86"
"2019-11-28","1574899200","73"
"2019-11-29","1574985600","79"
"2019-11-30","1575072000","29"
"2019-12-01","1575158400","45"
"2019-12-02","1575244800","90"
"2019-12-03","1575331200","77"
"2019-12-04","1575417600","44"
"2019-12-05","1575504000","105"
"2019-12-06","1575590400","70"
"2019-12-07","1575676800","33"
"2019-12-08","1575763200","43"
"2019-12-09","1575849600","64"
"2019-12-10","1575936000","70"
"2019-12-11","1576022400","71"
"2019-12-12","1576108800","87"
"2019-12-13","1576195200","189"
"2019-12-14","1576281600","117"
"2019-12-15","1576368000","32"
"2019-12-16","1576454400","76"
"2019-12-17","1576540800","167"
"2019-12-18","1576627200","83"
"2019-12-19","1576713600","91"
"2019-12-20","1576800000","50"
"2019-12-21","1576886400","50"
"2019-12-22","1576972800","28"
"2019-12-23","1577059200","80"
"2019-12-24","1577145600","45"
"2019-12-25","1577232000","32"
"2019-12-26","1577318400","62"
"2019-12-27","1577404800","69"
"2019-12-28","1577491200","32"
"2019-12-29","1577577600","22"
"2019-12-30","1577664000","44"
"2019-12-31","1577750400","45"
"2020-01-01","1577836800","29"
"2020-01-02","1577923200","60"
"2020-01-03","1578009600","53"
"2020-01-04","1578096000","37"
"2020-01-05","1578182400","16"
"2020-01-06","1578268800","39"
"2020-01-07","1578355200","82"
"2020-01-08","1578441600","88"
"2020-01-09","1578528000","58"
"2020-01-10","1578614400","51"
"2020-01-11","1578700800","32"
"2020-01-12","1578787200","15"
"2020-01-13","1578873600","92"
"2020-01-14","1578960000","72"
"2020-01-15","1579046400","88"
"2020-01-16","1579132800","74"
"2020-01-17","1579219200","46"
"2020-01-18","1579305600","27"
"2020-01-19","1579392000","29"
"2020-01-20","1579478400","76"
"2020-01-21","1579564800","69"
"2020-01-22","1579651200","86"
"2020-01-23","1579737600","54"
"2020-01-24","1579824000","40"
"2020-01-25","1579910400","43"
"2020-01-26","1579996800","45"
"2020-01-27","1580083200","50"
"2020-01-28","1580169600","74"
"2020-01-29","1580256000","58"
"2020-01-30","1580342400","88"
"2020-01-31","1580428800","43"
"2020-02-01","1580515200","52"
"2020-02-02","1580601600","50"
"2020-02-03","1580688000","51"
"2020-02-04","1580774400","100"
"2020-02-05","1580860800","67"
"2020-02-06","1580947200","65"
"2020-02-07","1581033600","78"
"2020-02-08","1581120000","36"
"2020-02-09","1581206400","27"
"2020-02-10","1581292800","92"
"2020-02-11","1581379200","76"
"2020-02-12","1581465600","72"
"2020-02-13","1581552000","77"
"2020-02-14","1581638400","69"
"2020-02-15","1581724800","41"
"2020-02-16","1581811200","46"
"2020-02-17","1581897600","89"
"2020-02-18","1581984000","70"
"2020-02-19","1582070400","91"
"2020-02-20","1582156800","101"
"2020-02-21","1582243200","43"
"2020-02-22","1582329600","38"
"2020-02-23","1582416000","25"
"2020-02-24","1582502400","83"
"2020-02-25","1582588800","79"
"2020-02-26","1582675200","85"
"2020-02-27","1582761600","72"
"2020-02-28","1582848000","48"
"2020-02-29","1582934400","50"
"2020-03-01","1583020800","59"
"2020-03-02","1583107200","65"
"2020-03-03","1583193600","73"
"2020-03-04","1583280000","78"
"2020-03-05","1583366400","70"
"2020-03-06","1583452800","55"
"2020-03-07","1583539200","44"
"2020-03-08","1583625600","59"
"2020-03-09","1583712000","58"
"2020-03-10","1583798400","90"
"2020-03-11","1583884800","61"
"2020-03-12","1583971200","19"
"2020-03-13","1584057600","44"
"2020-03-14","1584144000","61"
"2020-03-15","1584230400","38"
"2020-03-16","1584316800","80"
"2020-03-17","1584403200","70"
"2020-03-18","1584489600","62"
"2020-03-19","1584576000","70"
"2020-03-20","1584662400","61"
"2020-03-21","1584748800","32"
"2020-03-22","1584835200","67"
"2020-03-23","1584921600","64"
"2020-03-24","1585008000","63"
"2020-03-25","1585094400","74"
"2020-03-26","1585180800","79"
"2020-03-27","1585267200","86"
"2020-03-28","1585353600","90"
"2020-03-29","1585440000","54"
"2020-03-30","1585526400","90"
"2020-03-31","1585612800","109"
"2020-04-01","1585699200","81"
"2020-04-02","1585785600","87"
"2020-04-03","1585872000","71"
"2020-04-04","1585958400","34"
"2020-04-05","1586044800","32"
"2020-04-06","1586131200","70"
"2020-04-07","1586217600","97"
"2020-04-08","1586304000","110"
"2020-04-09","1586390400","72"
"2020-04-10","1586476800","54"
"2020-04-11","1586563200","38"
"2020-04-12","1586649600","40"
"2020-04-13","1586736000","64"
"2020-04-14","1586822400","86"
"2020-04-15","1586908800","59"
"2020-04-16","1586995200","69"
"2020-04-17","1587081600","103"
"2020-04-18","1587168000","71"
"2020-04-19","1587254400","72"
"2020-04-20","1587340800","48"
"2020-04-21","1587427200","106"
"2020-04-22","1587513600","85"
"2020-04-23","1587600000","67"
"2020-04-24","1587686400","80"
"2020-04-25","1587772800","43"
"2020-04-26","1587859200","56"
"2020-04-27","1587945600","109"
"2020-04-28","1588032000","123"
"2020-04-29","1588118400","67"
"2020-04-30","1588204800","96"
"2020-05-01","1588291200","62"
"2020-05-02","1588377600","45"
"2020-05-03","1588464000","43"
"2020-05-04","1588550400","58"
"2020-05-05","1588636800","64"
"2020-05-06","1588723200","86"
"2020-05-07","1588809600","80"
